name,line
Neku,...I'm here. Just a little dizzy. I'm fine.
Joshua,"Good. Let's move on. Nothing else to see here. Ugh, this tracker's"
Neku,(How can he act so normal around a guy he killed? He sought me out as a
Day,Pinned. Chapter Closed]
Joshua,"Hello? Yeah, Mr. H? It's me. You gave me a bum tracker!"
Neku,(He killed me... Why? What would he stand to gain? Fastest way is just 
Joshua,"There's no mission today either. Yeah, we can get there. Something "
Neku,(Three more days with him. He's a loose cannon. I need to watch my 
Joshua,"You better! OK, thanks. Later."
Neku,(This is for Shiki. I can last a few more days.)
Joshua,All set?
Neku,"First, I have a question."
Joshua,"Oh? What is it today, Neku?"
Neku,What are you after?
Joshua,This again? I told you. I'm jacking Shibuya.
Neku,But what does that mean? You're looking for some river. Then what? Tell
Joshua,...... Sigh... Fine. I'll keep this simple. Remember who's in charge 
Neku,The Composer.
Joshua,Very good. Right now HE'S got Shibuya jacked. Under his control. I 
Neku,Change it? ...Wait. You want to bust in on the Composer with guns
Joshua,Eventually. I have to find him first. He should be at the Shibuya
Neku,So it's the Composer... We've been running around Shibuya looking for
Joshua,"With a busted tracker, yes."
Neku,"...... ! Wait, so the Grim Heaper's been after..."
Joshua,"Me, most likely. I guess he's onto me."
Neku,"Ugh, just what I need. I'm in this to win! I can't afford any "
Joshua,Neither can I.
Neku,"(Then why are you... Ugh, this kid is the devil!)"
Joshua,Ready to go to Mr. H's?
Neku,What for?
Joshua,To get him to fix this glitchy tracker.
Neku,You're still going after the Composer?
Joshua,Of course. Now come on. You've asked your question.
Neku,......
Uzuki,"So, Kariya. What's this big mystery you mentioned yesterday?"
Kariya,"Oh, just Phones and the petit prince."
Uzuki,Those two? What about 'em?
Kariya,We're about to go find out.
Uzuki,"Wait, find out how? It's hands off the Players. GM's orders, remember?"
Kariya,"So I'll use my head. Besides, we're just going to play a little game."
Uzuki,...... And that's different how?
Kariya,Details.
Uzuki,"Well, I'm stinkin' bored. Count me in!"
Neku,......
Joshua,"Well, Neku? Let's go see Mr. H. I hope you haven't "
Neku,Past Cadoi City and Towa Records.
Joshua,"Very good, Neku! Oh, I'm so proud."
Neku,......
Joshua,So get moving.
Neku,There's the Moyai Statue again.
Joshua,"Say, Neku... Do you know how the statue got here?"
Neku,No clue.
Joshua,Well... It was a gift. The island of Niijima
Neku,No kidding.
Joshua,"Just like you and me, Neku. The very picture of ""moyai."""
Neku,......
Kariya,Whoa there.
Neku,! Huh?
Kariya,"Hey, kids. How goes?"
Neku,You're... What do you want?
Kariya,You up for a little game?
Neku,Excuse me?
Joshua,"Look, we're busy here."
Kariya,"Zing! Where's the love? Yo, Uzuki."
Uzuki,On it!
Neku,Huh?
Uzuki,Wall's up! Sowwy.
Neku,Hey!
Kariya,Now then... Game on? I think so!
Neku,Rrgh... Great.
Neku,"Dammit, what did they want?"
Joshua,My guess is they've set up walls along Route 2... all the 
Neku,(There's no mission! Why screw us over?)
Joshua,"Oh, well. We'll just have to play along."
Reaper,...... Passage denied. Pick another route.
Reaper,...... Want past this wall? Then turn D+B into the hottest thing
Neku,Make it number one?
Joshua,You seem a little lost.
Neku,We just gotta wear D+B pins and items into combat.
Joshua,"Wow, I'm... I'm a little surprised. I didn't think fashion"
Neku,(Shiki taught me.)
Joshua,"I see... Well, let's take care of this."
Neku,OK. D+B's on top of the charts. ...... Uhh... What's with all
Joshua,"Hee hee. Behold, the power of trends. Now, let's get that"
Reaper,Objective met. Wall clear!
Reaper,YAAAWN. ...I'm so over this whole wall thing. Today was supposed to 
Neku,He wants ramen? Hmm... There was the guy's shop on Dogenzaka.
Joshua,"Hee hee. Have you ever been to the beach, Neku?"
Neku,...Yes.
Joshua,"If you got a mouthful of ocean, it would taste..."
Neku,Uhh... salty? !
Joshua,"Very good! So, which flavor of ramen is salty?"
Neku,Ahh... Got it.
Neku,Dogenzaka... That guy's ramen shop was around here.
Joshua,"Say, Neku... Do you know where Dogenzaka got its name?"
Neku,Nope.
Joshua,And you call yourself a local.
Neku,......
Joshua,"There are two stories. One attributes the name to Owada Dogen, a"
Neku,You don't say.
Joshua,The other story claims the name comes from a temple. Dogenzaka also
Neku,Can't say that I have.
Joshua,"You should. I mean, just think! You're walking through the pages of"
Neku,I feel so epic.
Joshua,"...... Sigh... Neku, is any of this sinking in?"
Neku,"Oh, yeah."
Joshua,You sure? ...... All right. Pop quiz. Name the bandit who gave
Joshua,"No, Neku. Wrong. Someone forgot to put on his good listener"
Neku,......
Joshua,Very good! What an excellent listener.
Neku,Yup. That's me...
Reaper,"! Ooh, you brought it! ...Ugh. Where'd you get it? It looks foul. "
Reaper,...... Passage denied. Pick another route.
Reaper,"...... Miss me? Like a bolt from the blue, it's time for the Reaper"
Reaper,If you say so... Question 2! What's the secret menu item he only 
Reaper,"I know, right? Question 3! How much will a bowl of shio ramen run you"
Reaper,Aha! I see what you did there. OK... The results are in! Reaper 
Reaper,Bzzzt! So sorry! I can't let you pass-- until you pass. 
Neku,"Ugh, and we were just there! Remember... C'mon, remember!"
Joshua,"Hmm... Well, no sense beating your head against a wall. "
Reaper,"...... Did you do your homework, kids? Then away we go! "
Reaper,You pass! So pass on through. But! Though you may forget the Review--
Uzuki,"Ugh... And here I got my hopes up! THIS was your game? Booo-ring! So,"
Kariya,Wrong kid.
Uzuki,"What, you're eyeing the snobby one? What about him?"
Kariya,"Oh, you'll see..."
Reaper,...... Want past this wall? Heh heh heh. ...You. Orangeylocks.
Neku,Me?
Reaper,"Yeah, you! Come back wearing all Mus Rattus threads. Do that, and "
Neku,"Mus Rattus, huh?"
Joshua,That's the bargain brand that's branched out all over 
Neku,"Me? Wear that? Ugh, I hate these walls..."
Neku,"All right, I'm a walking ball of Rat. Can we get that wall"
Joshua,Pfft... Snrrk!
Neku,Can I help you?
Joshua,"Oh, no. I'm just fine. Ready to go... Ratty McRatterson?"
Neku,Happy now?
Reaper,"Pfft! Aha ha... What a chintzy outfit, man! It suits you."
Neku,...Excuse me!?
Reaper,Objective met. Wall clear!
Joshua,"Hee hee... He said it suits you, Neku."
Neku,I heard him!
Tenho,...... Want past this wall? Play me at Tin Pin! You ready? Here we go!
Tenho,"C'mon, hurry up!"
Neku,He wants to play Tin Pin? That's his big demand?
Joshua,"Aww, indulge the poor man. Let's see those moves from the"
Neku,......
Tenho,Here we go!
Tenho,...Crap. Is there NOBODY in this world I can actually beat!? Sigh...
Tenho,Woo hoo! My first victory! Thanks for sucking so bad. Wall
Reaper,...... Want past this wall? Then here. Defeat these Noise! ...BUT. I
Reaper,What's the holdup?
Neku,Take a deep breath? What's THAT supposed to mean?
Joshua,Hee hee... It means some pins react to curious things.
Reaper,Then here we go!
Reaper,Objective met. Wall clear!
Kariya,And you're done. Thanks for playin'.
Neku,......
Kariya,Later!
Neku,...... What was that about?
Joshua,Who knows. What a waste of time.
Neku,What the hell was all that about?
Joshua,"Who knows. Anyway, the road's open. Let's go see Mr. H."
Uzuki,...Well? Figure anything out?
Kariya,Maybe.
Uzuki,Can you be a little more specific?
Uzuki,"Ugh, sorry... Yashiro here. ...... Taboo Noise? ...All right."
Kariya,Hmm?
Uzuki,Another Taboo Noise sighting.
Kariya,Lovely. Where at?
Uzuki,HQ lost sight of 'em on Dogenzaka. Well? Let's go!
Kariya,Go where?
Uzuki,"What do you mean, where? After them!"
Kariya,You said HQ lost sight of 'em. Are we supposed to wander around all
Uzuki,Got a better plan?
Kariya,Let those kids be the bait. Then we just tag along until the Taboo
H,"Oh, hey guys. Let's see that phone."
Joshua,Thanks. It's been responding to most of Shibuya.
H,I'll have it fixed in a jiffy. Sit tight.
Joshua,"Ah! Neku's phone, too. The camera."
H,Right. Got it.
Joshua,......
Neku,......
Joshua,......
Neku,...... (Why did he do it? Why would he want me dead? He's trying to 
Joshua,"Hmm? What's this, now?"
Neku,"When we first met, you said you'd been watching me. What does that "
Joshua,...... Ahh. So that's what this is all about.
Neku,(Rrgh...)
Joshua,I've always been able to see the UG.
Neku,(This is the freaky ability Hanekoma mentioned?) Even when you were
Joshua,"That's right. Lucky me, right? I saw things others couldn't. I knew"
Neku,So you were watching me from the RG.
Joshua,The Game intrigued me. I was following it on my own when I met Mr. H.
Neku,When was that?
Joshua,"Oh, years ago. So I became a regular at his shop, listening to his"
Neku,What charm?
Joshua,People racing across the city in a life-or-death struggle? Find me
Neku,So you... came here?
Joshua,Yeah. I decided I belonged in the UG.
Neku,"...... And you thought I did, too?"
Joshua,...Hmm?
Neku,You want to be here? Fine. But not me. You ki--
H,All done!
Joshua,Really? Let's have a look.
Neku,Dammit!
H,That do it before I head out?
Joshua,Oh? Where are you going?
H,"Just a little errand. Shop's closed for today. Later, boys. 2-3, 2-"
Joshua,"...... Well, the tracker's fixed. Shall we? Oh, before we do... Neku?"
Neku,What?
Joshua,"My turn. I suffered through your questions, didn't I? Now I have one"
Neku,...What?
Joshua,"How'd you die, Neku?"
Neku,"What? You tell me, ass-- (No. ...Two more days. He wants me to play it"
Joshua,Don't know? Is that even possible?
Neku,"My memory was the entry fee last Game. Most of it's back, but... there"
Joshua,Hee hee... Not telling ?
Neku,"What? (Ugh, nice.)"
Joshua,I'm here because I want to be. End of story. Ready to go?
Neku,(The questions bounce right off him. I can't afford to get into a 
Joshua,"...Are you listening, Neku? The signal's coming from the scramble"
Neku,......
Neku,(Hmm... He won't break easily...)
Joshua,"What's the holdup, Neku? We've got a signal to follow. It's"
Beat,"Yo, Phones."
Neku,!! Beat...
Beat,You man up any yet? 'Cause I don't believe in hittin' women an' 
Neku,Why are you doing this?
Beat,You stupid? I'm a Reaper.
Joshua,Don't be silly. Reapers aren't allowed to--
Beat,"""Reapers ain't allowed at, Mommy! Wah wah wah!"" Shut it! This Reaper's"
Uzuki,Are you daft!?
Neku,It's them!
Kariya,"Hey, no touchy, Freshmeat. Rules are rules. Reapers can't attack"
Uzuki,"Yeah, and we're all on standby. GM's orders. Leave the Players alone."
Beat,"I'm special! I'm runnin' a special op for the Conductor, yo."
Uzuki,Special op!?
Kariya,"My, my! A rising star, are we?"
Beat,"That's right, Lolly. Twinkle twinkle."
Uzuki,Ugh! Why'd he pick you? I have seniority!
Beat,"Beats me. Now you senior citizens can hobble off, aight?"
Uzuki,Aaargh! Cocky little punk!
Kariya,"C'mon, girl, take it with dignity. Let's leave the kids in peace. "
Beat,"Pfft, whatever. Aight, Phones, le's dance!"
Beat,Urg... Now that's more like it.
Neku,"Beat, stop! You dropped--"
Beat,"I'ma drop YOU, hard!"
Neku,Will you STOP!? This pendant is yours.
Beat,"!? That's... Hey! Low blow, man!"
Neku,"You dropped it the other day, Beat."
Beat,"Yeah, sure. Now gimme it back! If you think you can use that to "
Neku,No bargains! Here. It's yours.
Beat,"...... ...Why'd you gimme it? We enemies, yo."
Neku,"It's important to you, isn't it?"
Beat,...... Hmph. Dontchu be expectin' any thanks.
Neku,"(...Bye, Beat.)"
Joshua,Is the delinquent Reaper gone? Hmm... A special op...
Neku,What about it?
Joshua,"Oh, nothing. Let's go."
Neku,(Beat...)
Joshua,"Such a bother. Ah, well. Let's keep moving."
Neku,This is CAT's latest...
Joshua,"Shibuya's full of his stuff, hmm? It must take a ton of time. I'm"
Neku,Huh? CAT opened a café? Where? In Shibuya?
Joshua,"You feeling alright, Neku? How many times have you been there now?"
Neku,What!? Where the heck is it?
Joshua,"Cat street, silly."
Neku,Cat... ! No way!
Joshua,"Yes, way. CAT is Mr. H."
Neku,"NO WAY! Mr. Hanekoma!? Is CAT!? Whoa...whoa! OK, calm down."
Joshua,Hee hee. I'll try.
Neku,Mr. H? Seriously? I don't believe it!
Joshua,How did you not know this? I thought you were CAT's biggest fan.
Neku,"He never does interviews in person. He's never released any photos,"
Joshua,"Hee hee. I'm happy you're happy. Just don't tell him where you heard,"
Neku,"I won't. (So, if Hanekoma is CAT... That means he's... CAT's NOT the"
Joshua,I still don't get why he's so popular. It's just street art.
Neku,"CAT's work all follow a single, consistent aesthetic. And he keeps the"
Joshua,I see.
Neku,That's tougher than it sounds.
Joshua,Is it? I bet you'd have little trouble.
Neku,Huh?
Joshua,Use your Player Pin.
Neku,What's this got to do with--
Joshua,"If you know what people are thinking, it's easy to grab them."
Neku,It... it would be an advantage.
Joshua,Right. Why bother with talk? With sifting through the lies we all 
Neku,"It's true. We're not mean to see eye to eye. (But... I dunno, maybe "
Joshua,"You OK, Neku?"
Neku,"Yeah, I could try to be CAT with this pin. But why? Where's the "
Joshua,...... Neku... Hee hee. Your face is priceless.
Neku,Huh? (Who asked you!?)
Joshua,"Anyway, we really should make for the scramble. We may not be getting"
Neku,(Him and his Composer hunt... He's really serious? Kid's crazy. He's on
Neku,(So Mr. H is CAT. What a relief...)
Joshua,......
Neku,"(What about this kid, though? Is he really planning a coup?"
Joshua,Hold it. I'm getting a signal. It's coming from--
Neku,Wait a minute. You want to take on the Composer.
Joshua,Haven't we been over this?
Neku,"Look, I'm done with it. I have to win this Game. I'm not taking on any"
Joshua,...... Fine. I won't ask you to get involved. At least let me 
Neku,"...... OK, but that's it."
Joshua,Hee hee. You're so generous. The signal's coming from the station
Joshua,"Umm, Neku? I thought we were going to the station "
Neku,We will.
Joshua,You don't have to worry. All we're doing is locating the
Joshua,"Good, the signal is coming in stronger. We're heading in "
Neku,......
Joshua,And here we are.
Neku,So the river is up ahead? This is where the Composer is?
Joshua,Hee hee. We shall see.
Neku,...Here?
Joshua,Looks like the tracker's working now. Welcome to the Shibuya River.
Neku,Since when is there a river here? That's news to me.
Joshua,The Composer's just ahead.
Neku,......
Joshua,! ......
Neku,...What?
Joshua,We're blocked out.
Neku,This is the end of the line?
Joshua,Unless we get rid of that wall. Let's head back and gather more info.
Neku,(Gather it where? Who the hell'd know about this?)
